cooler_id,door_opens,open_time,compressor,power,on_time,min_voltage,max_voltage,temperature,week_day,calday_format,year,month,day,week_day_sin,week_day_cos,customer_id,amount,Warning
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,56.0,0.0,39.1277,215.25,23.5,118.0,152.0,8.4553,Miercoles,2024-09-18,2024,9,18,0.9749279121818236,-0.22252093395631434,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,428.2032,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,63.0,1.0,53.2708,280.8333,24.0,116.0,138.0,4.7688,Miercoles,2024-06-19,2024,6,19,0.9749279121818236,-0.22252093395631434,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,453.2384,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,78.0,6.0,50.413,250.1667,23.0,116.0,146.0,5.1565,Jueves,2024-06-20,2024,6,20,0.43388373911755823,-0.900968867902419,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,453.2384,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,86.0,8.0,61.6875,329.6667,24.0,102.0,146.0,6.3417,Martes,2024-06-04,2024,6,4,0.7818314824680298,0.6234898018587336,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,453.2384,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,33.0,3.0,44.6296,130.0833,13.5,112.0,140.0,6.4481,Miercoles,2024-06-05,2024,6,5,0.9749279121818236,-0.22252093395631434,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,453.2384,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,14.0,0.0,25.0,75.5,13.5,124.0,150.0,6.3704,Miercoles,2024-10-16,2024,10,16,0.9749279121818236,-0.22252093395631434,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,515.1634,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,19.0,8.0,16.4694,91.9167,24.0,106.0,128.0,3.8143,Martes,2023-10-31,2023,10,31,0.7818314824680298,0.6234898018587336,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,326.0304,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,12.0,9.0,11.6522,32.4167,11.5,110.0,132.0,4.0652,Miercoles,2023-11-01,2023,11,1,0.9749279121818236,-0.22252093395631434,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,324.0397,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,87.0,9.0,42.4583,233.75,24.0,112.0,150.0,7.5313,Sabado,2024-08-31,2024,8,31,-0.9749279121818236,-0.2225209339563146,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,489.8396,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,101.0,6.0,58.3958,315.6667,24.0,108.0,150.0,6.0979,Jueves,2024-06-06,2024,6,6,0.43388373911755823,-0.900968867902419,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,453.2384,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,26.0,0.0,48.7931,153.1667,14.5,114.0,140.0,5.9414,Viernes,2024-06-07,2024,6,7,-0.433883739117558,-0.9009688679024191,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,453.2384,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,90.0,4.0,60.9167,316.6667,24.0,10.0,140.0,4.9333,Miercoles,2024-06-05,2024,6,5,0.9749279121818236,-0.22252093395631434,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,453.2384,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,15.0,0.0,36.5862,116.5,14.5,116.0,152.0,7.3897,Lunes,2024-10-28,2024,10,28,0.0,1.0,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,515.1634,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,87.0,8.0,62.5417,333.6667,24.0,114.0,146.0,5.7021,Martes,2024-06-11,2024,6,11,0.7818314824680298,0.6234898018587336,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,453.2384,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,42.0,1.0,44.7586,139.5,14.5,108.0,142.0,5.5724,Miercoles,2024-06-12,2024,6,12,0.9749279121818236,-0.22252093395631434,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,453.2384,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,62.0,1.0,45.125,243.5,24.0,108.0,148.0,4.8104,Lunes,2024-06-10,2024,6,10,0.0,1.0,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,453.2384,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,61.0,7.0,22.7917,118.75,24.0,104.0,128.0,3.7146,Martes,2023-12-26,2023,12,26,0.7818314824680298,0.6234898018587336,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,769.0004,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,7.0,0.0,14.25,37.25,12.0,112.0,130.0,4.1917,Miercoles,2023-12-27,2023,12,27,0.9749279121818236,-0.22252093395631434,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,769.0004,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,49.0,1.0,20.5833,108.9167,24.0,104.0,126.0,3.9771,Lunes,2023-12-25,2023,12,25,0.0,1.0,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,769.0004,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,36.0,0.0,19.1458,104.8333,24.0,96.0,130.0,3.7187,Domingo,2023-12-24,2023,12,24,-0.7818314824680299,0.6234898018587334,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,769.0004,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,65.0,3.0,27.7143,143.25,24.0,98.0,128.0,3.7143,Sabado,2023-12-23,2023,12,23,-0.9749279121818236,-0.2225209339563146,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,769.0004,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,37.0,6.0,21.6458,118.5833,24.0,106.0,134.0,3.5646,Jueves,2023-11-30,2023,11,30,0.43388373911755823,-0.900968867902419,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,324.0397,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,33.0,2.0,21.0208,113.5,24.0,102.0,132.0,3.6271,Miercoles,2023-11-29,2023,11,29,0.9749279121818236,-0.22252093395631434,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,324.0397,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,31.0,2.0,20.1667,108.3333,24.0,104.0,132.0,3.8979,Martes,2023-11-28,2023,11,28,0.7818314824680298,0.6234898018587336,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,324.0397,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,54.0,0.0,18.7708,105.5,24.0,106.0,130.0,3.5833,Lunes,2023-12-04,2023,12,4,0.0,1.0,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,769.0004,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,34.0,3.0,22.4167,119.25,24.0,104.0,132.0,3.5812,Domingo,2023-12-03,2023,12,3,-0.7818314824680299,0.6234898018587334,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,769.0004,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,56.0,5.0,27.0417,139.25,24.0,106.0,130.0,3.6583,Sabado,2023-12-02,2023,12,2,-0.9749279121818236,-0.2225209339563146,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,769.0004,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,37.0,3.0,22.0833,118.75,24.0,104.0,130.0,3.5917,Martes,2023-12-05,2023,12,5,0.7818314824680298,0.6234898018587336,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,769.0004,True
b6edb73e7212f812ffe4b38eae69e06f9f2940d76238f45835d4e5c0387867eb,47.0,2.0,24.8125,134.3333,24.0,108.0,134.0,3.6042,Viernes,2023-12-01,2023,12,1,-0.433883739117558,-0.9009688679024191,14f33a4ef530da4fc534c603ef8d9aadb001c45c049372655ae361e156eb8ad0,769.0004,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,31.0,2.0,36.6042,128.6667,24.0,110.0,122.0,5.0417,Viernes,2024-08-30,2024,8,30,-0.433883739117558,-0.9009688679024191,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,284.517,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,32.0,9.0,41.0,141.3333,24.0,110.0,124.0,5.3708,Miercoles,2024-08-28,2024,8,28,0.9749279121818236,-0.22252093395631434,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,284.517,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,14.0,1.0,35.1458,124.0,24.0,110.0,124.0,5.1583,Jueves,2024-08-29,2024,8,29,0.43388373911755823,-0.900968867902419,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,284.517,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,23.0,3.0,36.375,127.3333,24.0,110.0,124.0,5.0479,Martes,2024-08-27,2024,8,27,0.7818314824680298,0.6234898018587336,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,284.517,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,32.0,12.0,40.6667,141.0833,24.0,110.0,124.0,4.9271,Lunes,2024-08-26,2024,8,26,0.0,1.0,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,284.517,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,0.0,0.0,34.5625,125.4167,24.0,114.0,124.0,6.5062,Domingo,2024-08-25,2024,8,25,-0.7818314824680299,0.6234898018587334,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,284.517,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,36.0,2.0,36.3125,126.1667,24.0,110.0,124.0,4.9604,Viernes,2024-08-23,2024,8,23,-0.433883739117558,-0.9009688679024191,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,284.517,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,34.0,10.0,35.5625,124.5,24.0,112.0,124.0,5.6583,Sabado,2024-08-24,2024,8,24,-0.9749279121818236,-0.2225209339563146,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,284.517,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,27.0,2.0,34.375,121.3333,24.0,108.0,122.0,5.675,Jueves,2024-08-22,2024,8,22,0.43388373911755823,-0.900968867902419,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,284.517,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,42.0,7.0,40.0426,136.25,23.5,108.0,122.0,4.8894,Miercoles,2024-08-21,2024,8,21,0.9749279121818236,-0.22252093395631434,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,284.517,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,0.0,0.0,40.2292,146.5,24.0,112.0,122.0,6.4896,Domingo,2024-09-01,2024,9,1,-0.7818314824680299,0.6234898018587334,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,251.632,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,11.0,1.0,42.4242,103.6667,16.5,108.0,122.0,5.0818,Lunes,2024-09-02,2024,9,2,0.0,1.0,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,251.632,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,28.0,2.0,41.25,143.0833,24.0,110.0,124.0,5.3896,Sabado,2024-08-31,2024,8,31,-0.9749279121818236,-0.2225209339563146,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,284.517,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,9.0,0.0,100.0,209.6667,24.0,112.0,122.0,10.1688,Martes,2024-10-08,2024,10,8,0.7818314824680298,0.6234898018587336,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,258.6947,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,25.0,6.0,62.5,128.8333,24.0,110.0,122.0,13.0688,Lunes,2024-10-07,2024,10,7,0.0,1.0,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,258.6947,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,0.0,0.0,52.2917,117.3333,24.0,112.0,122.0,7.9875,Domingo,2024-10-06,2024,10,6,-0.7818314824680299,0.6234898018587334,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,258.6947,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,30.0,3.0,72.2083,164.1667,24.0,116.0,124.0,5.2208,Viernes,2024-10-25,2024,10,25,-0.433883739117558,-0.9009688679024191,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,258.6947,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,2.0,0.0,61.55,59.1667,10.0,118.0,124.0,6.695,Sabado,2024-10-26,2024,10,26,-0.9749279121818236,-0.2225209339563146,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,258.6947,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,19.0,1.0,67.0,156.25,24.0,116.0,124.0,5.6125,Jueves,2024-10-24,2024,10,24,0.43388373911755823,-0.900968867902419,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,258.6947,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,21.0,1.0,69.9792,164.75,24.0,116.0,126.0,5.4188,Miercoles,2024-10-23,2024,10,23,0.9749279121818236,-0.22252093395631434,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,258.6947,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,24.0,14.0,71.875,174.1667,24.0,118.0,126.0,5.3521,Martes,2024-10-22,2024,10,22,0.7818314824680298,0.6234898018587336,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,258.6947,True
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,29.0,2.0,62.9583,154.5833,24.0,116.0,126.0,4.6062,Lunes,2024-10-21,2024,10,21,0.0,1.0,b9a30d64d6b7d901fae363c19b1b23cabada0973532aca1af358c2efc4d62156,258.6947,True
