cooler_id,door_opens_mean,door_opens_std,open_time_mean,open_time_std,temperature_mean,temperature_std,min_voltage_mean,min_voltage_std,power_mean,power_std,Warning_sum,Warning_count,warning_rate
02f0c52a155d1d336c7b986ecb82e1292a067fa30ed041eb1c839fbfe2ce1e89,35.6875,40.4455,6.4375,8.2028,6.4361,1.9118,119.625,2.4593,197.3307,80.6664,0,32,0.0
02f1a1bc7b9bb7fd9cf2ecc86ea659166f9caf7dc056de40b7c291959011c37e,81.7683,18.8085,9.8171,3.3227,5.3812,0.2016,120.6098,2.0533,106.6748,17.3212,0,82,0.0
02f96c212a5c5d6166752f051b48e4cae8a94e88871ec7969e894f7fb4556823,8.75,6.245,0.25,0.5774,5.1219,0.8851,123.5,1.3663,0.0,0.0,0,16,0.0
02fb63544e3bd058cd292a5091a5271664f52bfaefe43e68105ce2f08562dba2,19.8448,7.4216,1.4138,1.7675,4.7829,0.6587,117.1724,1.2445,38.7514,8.104,0,58,0.0
0305d8c4d22882645b312447f28b959f6f8d4409e73ef066f07d083aa8bfd5f5,96.9,19.6857,9.3,2.9282,4.5922,0.2562,112.4,18.0495,124.3271,18.9847,0,40,0.0
0307a8f4208c517eb4c3654e7677a7f056c9c107b9cfc868cfc378a7e9d7ffb0,48.3929,24.8411,7.1071,6.8694,3.5694,0.5855,17.25,37.9024,95.6548,35.6122,0,56,0.0
0308e3cdc655d4f10b818eac5f844c8dd3cb2fc8e2b1a113e205c0b71327b1ef,32.4043,14.7393,4.3404,4.1665,3.861,0.0703,115.0213,5.371,64.2677,16.3659,0,47,0.0
030e438d0a78a44734991561d74661ffdc986a1447906069a1f019fe30a5b7d7,105.1538,32.5137,12.3846,5.7668,3.3075,0.4175,117.2308,2.3859,284.7051,99.6061,0,13,0.0
03395b1b8b53dc5a9307738944ae61fa3b88cceea060a5fac775e2df4ff7c627,21.5278,9.0253,0.5556,0.9085,5.6324,0.3176,111.5556,4.3322,44.8495,4.4883,0,36,0.0
033b968e3fd872d3facf8dae2b6b0c1ef12c31a9a76f8bf765578b50354b85e6,18.6383,7.8779,0.5106,0.9972,6.5176,0.4239,109.8723,1.837,46.8369,10.0246,0,47,0.0
0351763ff32cf20f54aaaba1ded070c8d330ef400e51a530324adafb83e86cbc,46.3578,20.0127,4.6697,3.9064,5.4581,0.5725,121.0826,1.8566,85.8891,41.2354,0,109,0.0
035af27daad0c93181ae9b004870ccce3bd725e867fe02c1d24f54ecb2b14fe3,45.0357,25.2168,4.3929,3.8523,5.0144,0.2694,110.3571,21.4445,148.6726,70.7357,0,28,0.0
03627bc4fc2715b0bec54b738a62a40ec71a46f9c2ed768ad16e35bb4280dabc,72.1798,77.1861,47.3708,61.356,6.4527,1.3649,107.0562,1.4488,363.5019,44.7263,0,89,0.0
03663ac9ffa83a8eee6b4f3ba64bc7faa3844afee2926e65540a41071c138544,108.0606,50.737,10.697,7.5589,4.1575,0.3742,103.1515,11.4169,125.0871,53.348,0,66,0.0
0376adf34671c233777a0842e8b17198a84379a1934f925d5168d1d250574322,15.403,9.0772,0.3284,0.8237,5.9101,0.3875,108.8657,4.1666,54.2301,9.312,0,67,0.0
037c8723683b11079e05dee455c23f1e0c78a25575113ad69ee9b27158f1f881,49.6316,12.5095,2.9825,2.3106,5.8989,0.4753,56.4211,57.9072,129.1608,38.0701,0,57,0.0
037dd5da1a666c885ab42d0d5714581377ba4b559b61fd785807027488c0b90c,49.5909,23.2577,7.7273,7.3237,4.5061,0.3308,122.4545,2.3038,275.1098,101.7596,0,22,0.0
038f57e0be4e53f9e8b26879b450f0e85183f3fde063cff1aa8a546b57ee0f0a,101.4634,31.9399,4.878,3.1638,4.8305,2.2001,73.7073,13.6129,102.8151,34.3643,0,41,0.0
03a20f76ac53eb85cefadc4e4b8bc50a153c99cf4f61780540184991a4810613,95.449,28.0417,10.6122,6.6859,4.0109,0.7734,110.9796,4.5483,289.4133,48.2685,0,49,0.0
03b4e921ad75821e679b0aff1357b450754342fb139d57cd62ef3a09a598540e,52.9643,17.375,2.8393,2.3493,8.6618,2.1496,112.9286,21.0556,150.0357,42.2996,0,56,0.0
03b66efb7c375d073318c99498ce5aaef6f78fec2af21de583478408ea6d629b,39.8,21.4292,4.9294,7.1093,5.8514,2.394,114.6588,2.7148,118.8392,55.5605,0,85,0.0
03b80a187bf2759b0632d0d77745f253296b8b4d9faf673742df95a66befa6cd,40.1944,10.6122,2.5278,2.9129,4.5981,0.2245,102.5,2.158,127.1528,21.7289,0,36,0.0
03ceff4ea65beea0d111df3a837c794b22fa824444d71942aee68d24ceae6353,21.1739,8.5155,1.4783,2.6435,5.4023,3.2226,94.6087,7.7796,100.8406,38.8004,0,23,0.0
03d7190ddccebf0f2cb73c89614ef307b115d5a33601808850a9154d31c4ed8f,62.4615,27.3806,4.7692,6.4019,5.2578,0.7879,99.7692,6.4826,0.0,0.0,0,26,0.0
03dc34ad6768cb85982c1d0a80426babcae00637031f293623fd536cb14abe19,30.4,25.7449,4.4,5.6833,4.4398,0.7578,122.0,2.4495,151.75,92.4733,0,5,0.0
03dcde0a2c7de3afd0262e7c9abc021aa40f8d902c0bd8cd8dbea51739841178,71.75,32.8765,7.3125,6.5698,5.4511,0.6654,117.25,1.2383,0.0,0.0,0,16,0.0
03fbdcb55d47761e0a0965a2c753c4f3fd32325143cecb550d588d4467c0d4ca,118.0303,50.2379,18.3939,11.5107,4.4227,0.7446,112.7879,1.7986,225.0682,64.9168,0,33,0.0
04080309a84fa63bdcf07c5d1fda3f5f2384de1127d4faa8e47ef07a0366536d,15.1176,7.4824,1.3824,2.0303,4.6466,0.5955,121.1765,1.6417,0.0,0.0,0,34,0.0
040bccf7d0afa3a78cdda58d01500510ffa173d6d23d346941a73bb1ed401dfa,67.871,28.9963,2.9032,3.37,4.2745,0.652,112.2581,5.1831,0.0,0.0,0,31,0.0
040fba16ed0cb7f2df5258bb446851e9064fc26b3c9796d4a47579aa9b0904de,15.6,10.7548,1.8,3.2404,5.5814,0.4858,125.68,2.4276,0.0,0.0,0,25,0.0
04167a135bd0943cd8b326e3364856830a623484b80e25cae2934bc3a046e2b7,113.5455,34.2452,12.8636,6.6354,4.2083,0.4178,116.1818,3.6467,179.2008,59.6701,0,22,0.0
0441ca72d2819145ae4f5ba87bd58e078df0f6d70c48a271be4850e1ef652205,193.8519,74.1079,25.7037,13.0581,3.9963,0.9088,106.8519,3.8968,268.037,73.0175,0,54,0.0
0442107279969d3b2f15809c51516b1f251f69c5da147bbe6908973abdea632e,163.5333,38.4203,15.5,6.5535,6.3854,1.0073,115.1333,2.556,171.7444,50.2614,0,30,0.0
0446cac6fd1368f118e5cc333c7bb0f449f6d8f348ef9d332de3e78db318d8ac,12.3333,7.1281,1.0667,2.0862,4.675,0.608,120.1333,2.774,42.1778,18.3121,0,15,0.0
045546d39812e36115313af57f655f09724b04f3bbfe7792d91ff3f50ce6eeaf,85.0,51.624,11.9,15.0433,4.0477,0.3525,109.1333,3.1811,13.5333,2.9113,0,30,0.0
0461b54d175d40da57079cecf4e18ced32cd3b63a3586dcfdc97f3742d67b269,180.65,105.5244,35.8,25.6445,4.0997,0.437,113.5,3.4259,178.4875,90.7765,0,20,0.0
0464a903652cbb970ab82c153fe871f88d43784adb4a050a5295c0b101c25128,37.5172,11.9362,3.4483,4.3143,2.4655,0.5923,117.6552,0.7689,110.3103,25.2522,0,29,0.0
0464d371ed753ff52aa6cc7b3327f2d75814ec78a258b7a38e18296ab4a9af0a,38.9535,13.0164,5.6744,5.1765,4.4967,0.6526,99.1163,3.4724,102.5717,29.7555,0,43,0.0
0474c1a68147f7c986d3066833e5b763b189bbd781c10e2cedb43815f70da026,16.2586,7.3331,1.2414,2.0546,4.4801,0.3569,113.1379,2.4598,159.7874,28.103,0,58,0.0
047ae080e5c08ddabb21926dc54e4454c9bab85176dcf1b7eab6fb74dd0b004d,51.9167,15.3532,4.8333,3.7618,4.282,0.2597,116.3333,0.7785,79.4722,20.6648,0,12,0.0
04880aa0bba0f7b72e33d16d3a3a67d2a20615654796ee85541056d2cd4d49c7,36.9333,15.1497,6.4333,4.5004,4.289,0.1984,107.2,20.346,187.8972,33.4577,0,30,0.0
048ccee3293ed97169287e8cca3777318318254964ae3b76afe3bbd4b3f6514d,45.0,26.4094,19.1765,11.7563,5.4451,0.6262,107.4118,16.9171,112.2206,29.32,0,34,0.0
048e4da521f2135e294d0d0af2a2cd8f064a28fc095682742b113a5cfb1b173d,76.4,23.2102,4.0,2.8674,6.1331,0.6376,116.2,4.158,264.8583,83.938,0,10,0.0
04b220b4e9e448dc62259b2c68451745055fde4122dd4199850ff18c0c0bd280,48.2667,25.339,2.7333,2.6313,5.1296,0.4042,123.4667,2.1996,114.1611,58.3807,0,15,0.0
04b75229f80453f1a790ce74b9854054a9c4da4e53d8b8a55186da11c2f42ba0,29.8667,7.3425,3.8667,5.1376,5.5494,0.5037,118.4,1.2205,164.1306,36.513,0,30,0.0
04b7de75777f7439f88e8e6fced19b74c7e2c65c8357e99f35cc85a27b051e85,41.1461,18.6581,7.8315,5.2489,4.3628,0.5641,114.2247,2.6533,154.4831,44.5304,0,89,0.0
04c8cfd7163e01da53efdb7043839126c39ac561c5d57b5ee82d5266128f8824,18.8462,10.9351,2.0385,5.219,5.5266,0.6639,114.3846,2.1181,29.6699,11.4474,0,26,0.0
04cc9ff1193e89f8e33ee5e790cef575659f651aa556fc45a8e5689d5c01c1e3,35.6154,13.3014,5.9231,6.3635,5.064,0.3329,114.359,3.1413,92.2436,33.6682,0,39,0.0
04d2a02e2a61e57ecadbd6ca98ba52266a61e54ff6a7927460afa8b77907af08,32.1,13.4264,2.3375,2.7602,5.4394,0.4357,116.575,1.5652,110.2437,28.8975,0,80,0.0
04df4ff25513d9492bcf3ecccccf9a19b1c7bbd266a941db0c19c375585d28e4,16.2308,7.0847,0.2308,0.4385,5.1672,0.8534,113.2308,1.5359,65.9423,12.6131,0,13,0.0
04e4520fd892c625fc106f3ba6b0602f1c93c02d1f72bb28bee279084d8c61c6,33.3043,10.6662,5.087,8.1067,6.5661,0.228,127.3913,1.4058,0.0,0.0,0,23,0.0
04e97dc375a7b0343291ee7e47254afa71ee4c6e06ec907e4aead498850ef564,22.8125,10.4065,3.1875,3.6003,3.8812,0.0859,114.5,2.582,47.1771,16.8874,0,16,0.0
04ed32e8e57a6286183e30ec8a1b43f9986df085f3f2f85de24c7a1973b91de9,35.5,14.0166,3.8793,5.4228,3.5412,0.4566,99.5172,1.8088,0.0,0.0,0,58,0.0
051290661d4e34a843832453e3b2c87fa57405da67f099b2be48293b8ac7f13d,50.7647,25.1063,4.6353,5.5029,4.6518,1.1555,123.9765,1.8125,63.6627,20.5314,0,85,0.0
05135838c6d33bc41a4567f73301b258a0cf3f68eecda84a02f67fbd75119ef2,34.5,17.2896,0.6364,1.0022,4.9317,0.6449,105.9091,4.5972,148.8561,83.3566,0,22,0.0
0518584274e0abf18c465762453a57317db3376ef840b3da471db97e3a634669,15.5417,6.3313,3.0833,4.8177,4.6181,0.7636,115.3333,1.1293,78.6597,17.2717,0,24,0.0
051a270d422691e8fa6ba0d612d89eea1f67564857ff2847490d09a3d0febfd8,37.7273,28.0144,2.4773,3.3928,6.7295,0.8916,119.3182,1.9262,0.0,0.0,0,44,0.0
052bd4489d21a360b8edd31bc30f06f842586c2740e27e4d1c85576c8c3d5ede,28.5402,10.2572,0.7011,1.1237,5.2683,0.6563,111.954,2.3355,57.6719,15.0173,0,174,0.0
052ea6288e2bb01078fbfcb6c7c1e3b44bb5d2b4ac6c01ff06002a40739ed838,7.3636,6.9609,0.9091,2.0715,5.2651,0.1153,125.8182,1.0787,42.2273,11.6644,0,11,0.0
0538ffdfc90d2aef28b27b277c7356809a8bfde78d3a001b77745ac3999290fc,54.6562,21.4786,2.5938,1.8291,5.2388,0.8714,97.125,14.004,33.6901,13.2408,0,32,0.0
05391bfc125923604fc715931a11393357aa9bba0d4c1e764fad3ce004c4ec79,138.3333,115.306,162.8333,244.6707,4.8457,2.02,121.3333,1.633,86.6111,65.2531,0,6,0.0
0540dcad9b7a7dad545cddc65fc6a481ec047669584af309710dffb55f8eb89a,0.0,0.0,0.0,0.0,4.777,0.3846,113.1765,3.6096,219.2696,51.9442,0,17,0.0
